survey,item,item_cl,variable,values,question_text,response_categories
twscs1998_pol,suitable4,,v36,c(1:4),Democracy is not suitable for Taiwan,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
twscs1999_val,imp5,,v13_13,c(0:4),How important is the following to you: democracy?,0 not important at all / 123 / 4 very important
twscs2000,threestate_231,,v89,"c(2,3,1)","Of the three statements listed on the card, which one comes closest to your view?","1 under any circumstances, democracy is the best system / 2 under certain circumstances, dictationship is better than democracy / 3 to me, all political systems are the same"
twscs2005,threestate_231,,v95,"c(2,3,1)","Of the three statements listed on the card, which one comes closest to your view?","1 under any circumstances, democracy is the best system / 2 under certain circumstances, dictationship is better than democracy / 3 to me, all political systems are the same"
twscs2009_rel,imp5,,v79g,c(0:4),How important is the following to you: democracy?,0 not important at all / 123 / 4 very important
twscs2010,threestate_231,,v80,"c(2,3,1)","Of the three statements listed on the card, which one comes closest to your view?","1 under any circumstances, democracy is the best system / 2 under certain circumstances, dictationship is better than democracy / 3 to me, all political systems are the same"
twscs2014_rel,imp5,,v577,c(0:4),How important is the following to you: democracy?,0 not important at all / 123 / 4 very important
twscs2015,threestate_231,,v78,"c(2,3,1)","Of the three statements listed on the card, which one comes closest to your view?","1 under any circumstances, democracy is the best system / 2 under certain circumstances, dictationship is better than democracy / 3 to me, all political systems are the same"
twscs2016_gov,threestate_231,,g5,"c(2,3,1)","Of the three statements listed on the card, which one comes closest to your view?","1 under any circumstances, democracy is the best system / 2 under certain circumstances, dictationship is better than democracy / 3 to me, all political systems are the same"
twscs2018_rel,imp5,,v877,c(0:4),How important is the following to you: democracy?,0 not important at all / 123 / 4 very important
wvs_combo,army4,army_wvs,e116,c(1:4),Having the army rule the country,1 very good / 2 fairly good / 3 fairly bad / 4 very bad
wvs_combo,church4,church_wvs,e123,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
wvs_combo,dem_good4a,evdemoc_wvs,e117,c(4:1),Having a democratic political system,1 very good / 2 fairly good / 3 fairly bad / 4 very bad
wvs_combo,imp10,impdemoc_wvs,e235,c(1:10),importance of democracy,1 not at all important / 10 absolutely important
wvs_combo,strong4b,strong_wvs,e114,c(1:4),a strong non-democratic leader that does not bother with parliament and elections,1 very good / 2 good / 3 bad / 4 very bad
wvs6_bahrain,army4,army_wvs,v129,c(1:4),Having the army rule the country,1 very good / 2 fairly good / 3 fairly bad / 4 very bad
wvs6_bahrain,dem_good4a,evdemoc_wvs,v130,c(4:1),Having a democratic political system,1 very good / 2 fairly good / 3 fairly bad / 4 very bad
wvs6_bahrain,imp10,impdemoc_wvs,v140,c(1:10),importance of democracy,1 not at all important / 10 absolutely important
wvs6_bahrain,strong4b,strong_wvs,v127,c(1:4),a strong non-democratic leader that does not bother with parliament and elections,1 very good / 2 good / 3 bad / 4 very bad
