survey,item_con,item,variable,values,nonresponses,question_text,response_categories
afrob2,threestate_dcn,threestate_afrob,q38,"c(2,3,1)","c(9,98)","which of these three statements is closest to your own opinion","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
afrob3,threestate_dcn,threestate_afrob,q37,"c(2,3,1)","c(9,998)","which of these three statements is closest to your own opinion","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
afrob4,threestate_dcn,threestate_afrob,q30,"c(2,3,1)","c(9,998)","which of these three statements is closest to your own opinion","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
afrob5,threestate_dcn,threestate_afrob,q32,"c(2,3,1)","c(9,998)","which of these three statements is closest to your own opinion","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
afrob6,threestate_dcn,threestate_afrob,q30,"c(2,3,1)","c(9,98)","which of these three statements is closest to your own opinion","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
afrob7,threestate_dcn,threestate_afrob,q28,"c(2,3,1)","c(9,8)","which of these three statements is closest to your own opinion","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
arabb4,threestate_dcn,threestate_arabb,q516a,"c(2,3,1)","c(98,99)","which of these three statements is closest to your own opinion","1 democracy is always preferable t any other kind of government / 2 under some circumstances a nondemocratic government can be preferable / 3 for people like me it does not matter what kind of government we have"
arabb5,threestate_ncd,threestate_arabb2,q516a,"c(2,1,3)","c(98,99)","which of these three statements is closest to your own opinion","1 for people like me it doesn't matter what kind of government we have / 2 under some circumstances a non-democratic government can be preferable / 3 democracy is always preferable to any other kind of government"
arabb61,threestate_ncd,threestate_arabb2,q516a,"c(2,1,3)","c(98,99)","which of these three statements is closest to your own opinion","1 for people like me it doesn't matter what kind of government we have / 2 under some circumstances a non-democratic government can be preferable / 3 democracy is always preferable to any other kind of government"
arabb7,threestate_ncd,threestate_arabb2,q516a,"c(2,1,3)","c(98,99)","which of these three statements is closest to your own opinion","1 for people like me it doesn't matter what kind of government we have / 2 under some circumstances a non-democratic government can be preferable / 3 democracy is always preferable to any other kind of government"
asiab2008,threestate_ncd,threestate_asiab,q41,"c(2,1,3)","c(9)","which of these three statements is closest to your own opinion","1 for people like me it doesn't matter what kind of government we have / 2 under some circumstances a non-democratic government can be preferable / 3 democracy is always preferable to any other kind of government"
asianb5_japan,citizens_prepped4,demcitizens_asianb,q171,"c(1:4)","c(97:99)","The citizens in our country are not prepared for a democratic system","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_korea,citizens_prepped4,demcitizens_asianb,q171,"c(1:4)","c(97:99)","The citizens in our country are not prepared for a democratic system","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_mongolia,citizens_prepped4,demcitizens_asianb,q171,"c(1:4)","c(97:99)","The citizens in our country are not prepared for a democratic system","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_philippines,citizens_prepped4,demcitizens_asianb,q171,"c(1:4)","c(97:99)","The citizens in our country are not prepared for a democratic system","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_taiwan,citizens_prepped4,demcitizens_asianb,q171,"c(1:4)","c(97:99)","The citizens in our country are not prepared for a democratic system","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_thailand,citizens_prepped4,demcitizens_asianb,q171,"c(1:4)","c(97:99)","The citizens in our country are not prepared for a democratic system","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_indonesia,citizens_prepped4,demcitizens_asianb,v_171,"c(1:4)","c(97:99)","The citizens in our country are not prepared for a democratic system","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_malaysia,citizens_prepped4,demcitizens_asianb,q171,"c(1:4)","c(97:99)","The citizens in our country are not prepared for a democratic system","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_myanmar,citizens_prepped4,demcitizens_asianb,q171,"c(1:4)","c(97:99)","The citizens in our country are not prepared for a democratic system","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_india,citizens_prepped4,demcitizens_asianb,q171,"c(1:4)","c(97:99)","The citizens in our country are not prepared for a democratic system","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_japan,dem_disorder4,demdisorder_asianb,q170,"c(1:4)","","Democratic systems are not effective at maintaining order and stability","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_korea,dem_disorder4,demdisorder_asianb,q170,"c(1:4)","","Democratic systems are not effective at maintaining order and stability","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_mongolia,dem_disorder4,demdisorder_asianb,q170,"c(1:4)","","Democratic systems are not effective at maintaining order and stability","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_philippines,dem_disorder4,demdisorder_asianb,q170,"c(1:4)","","Democratic systems are not effective at maintaining order and stability","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_taiwan,dem_disorder4,demdisorder_asianb,q170,"c(1:4)","","Democratic systems are not effective at maintaining order and stability","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_thailand,dem_disorder4,demdisorder_asianb,q170,"c(1:4)","","Democratic systems are not effective at maintaining order and stability","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_indonesia,dem_disorder4,demdisorder_asianb,v_170,"c(1:4)","","Democratic systems are not effective at maintaining order and stability","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_malaysia,dem_disorder4,demdisorder_asianb,q170,"c(1:4)","","Democratic systems are not effective at maintaining order and stability","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_myanmar,dem_disorder4,demdisorder_asianb,q170,"c(1:4)","","Democratic systems are not effective at maintaining order and stability","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_india,dem_disorder4,demdisorder_asianb,q170,"c(1:4)","","Democratic systems are not effective at maintaining order and stability","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_japan,dem_econ_bad4,demecon_asianb,q168,"c(1:4)","","Under a democratic system, the country endures poor economic performance","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_korea,dem_econ_bad4,demecon_asianb,q168,"c(1:4)","","Under a democratic system, the country endures poor economic performance","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_mongolia,dem_econ_bad4,demecon_asianb,q168,"c(1:4)","","Under a democratic system, the country endures poor economic performance","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_philippines,dem_econ_bad4,demecon_asianb,q168,"c(1:4)","","Under a democratic system, the country endures poor economic performance","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_taiwan,dem_econ_bad4,demecon_asianb,q168,"c(1:4)","","Under a democratic system, the country endures poor economic performance","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_thailand,dem_econ_bad4,demecon_asianb,q168,"c(1:4)","","Under a democratic system, the country endures poor economic performance","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_indonesia,dem_econ_bad4,demecon_asianb,v_168,"c(1:4)","","Under a democratic system, the country endures poor economic performance","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_malaysia,dem_econ_bad4,demecon_asianb,q168,"c(1:4)","","Under a democratic system, the country endures poor economic performance","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_myanmar,dem_econ_bad4,demecon_asianb,q168,"c(1:4)","","Under a democratic system, the country endures poor economic performance","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_india,dem_econ_bad4,demecon_asianb,q168,"c(1:4)","","Under a democratic system, the country endures poor economic performance","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_japan,dem_indecisive4,demindecisive_asianb,q169,"c(1:4)","","Democratic regimes are indecisive and full of problems","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_korea,dem_indecisive4,demindecisive_asianb,q169,"c(1:4)","","Democratic regimes are indecisive and full of problems","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_mongolia,dem_indecisive4,demindecisive_asianb,q169,"c(1:4)","","Democratic regimes are indecisive and full of problems","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_philippines,dem_indecisive4,demindecisive_asianb,q169,"c(1:4)","","Democratic regimes are indecisive and full of problems","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_taiwan,dem_indecisive4,demindecisive_asianb,q169,"c(1:4)","","Democratic regimes are indecisive and full of problems","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_thailand,dem_indecisive4,demindecisive_asianb,q169,"c(1:4)","","Democratic regimes are indecisive and full of problems","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_indonesia,dem_indecisive4,demindecisive_asianb,v_169,"c(1:4)","","Democratic regimes are indecisive and full of problems","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_malaysia,dem_indecisive4,demindecisive_asianb,q169,"c(1:4)","","Democratic regimes are indecisive and full of problems","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_myanmar,dem_indecisive4,demindecisive_asianb,q169,"c(1:4)","","Democratic regimes are indecisive and full of problems","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_india,dem_indecisive4,demindecisive_asianb,q169,"c(1:4)","","Democratic regimes are indecisive and full of problems","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_japan,dem_values_bad4,demvalues_asianb,q172,"c(1:4)","","Democracy negatively affects social and ethical values in our country","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_korea,dem_values_bad4,demvalues_asianb,q172,"c(1:4)","","Democracy negatively affects social and ethical values in our country","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_mongolia,dem_values_bad4,demvalues_asianb,q172,"c(1:4)","","Democracy negatively affects social and ethical values in our country","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_philippines,dem_values_bad4,demvalues_asianb,q172,"c(1:4)","","Democracy negatively affects social and ethical values in our country","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_taiwan,dem_values_bad4,demvalues_asianb,q172,"c(1:4)","","Democracy negatively affects social and ethical values in our country","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_thailand,dem_values_bad4,demvalues_asianb,q172,"c(1:4)","","Democracy negatively affects social and ethical values in our country","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_indonesia,dem_values_bad4,demvalues_asianb,v_172,"c(1:4)","","Democracy negatively affects social and ethical values in our country","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_malaysia,dem_values_bad4,demvalues_asianb,q172,"c(1:4)","","Democracy negatively affects social and ethical values in our country","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_myanmar,dem_values_bad4,demvalues_asianb,q172,"c(1:4)","","Democracy negatively affects social and ethical values in our country","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
asianb5_india,dem_values_bad4,demvalues_asianb,q172,"c(1:4)","","Democracy negatively affects social and ethical values in our country","1 Strongly agree / 2 Somewhat agree / 3 Somewhat agree / 4 Strongly disagree"
sasianb1,elections4,election_sasianb,c18d,"c(4:1)","c(0,8)","the country should be governed by those chosen by the people in a fair election","1 Strongly agree / 2 agree / 3 disagree / 4 strongly disagree"
eurasiab2001,strong4e,strong_eurasiab,autleade,"c(2, 1, -1, -2)","","Support for strong leader","-2 fully disagree / -1 partially disagree / 1 partially agree / 2 fully agree"
eurasiab2010,strong4e,strong_eurasiab,v135_4,"c(1:4)","","Strong leader?","1 agree / 2 quite agree / 3 rather disagree / 4 disagree"
sasianb1,suitable4,democsuit_sasianb,c17,"c(4:1)","c(0,8)","How suitable is democracy for our country- very suitable, suitabl, not suitable or not at all suitable?","1 very suitable / 2 suitable / 3 not suitable / 4 not at all suitable"
asianb1,threestate_dcn,threestate_asianb,q117,"c(1:3)","c(98,99)","Which comes closest to your own opinion?","1 Authoritarian government can be preferable / 2 Does not matter whether we have non or democratic regime / 3 democracy is preferable to any other kind of government"
